algoritmo,versao,dataset,tamanho,threads,amostra,tempo_ms,speedup,eficiencia,obs
Quick,parallel,nearly,100000,2,2,2.159,1.929,0.964,
Quick,parallel,nearly,100000,2,3,2.546,1.635,0.818,
Quick,parallel,nearly,100000,2,4,2.104,1.979,0.990,
Quick,parallel,nearly,100000,2,5,2.313,1.800,0.900,
Quick,parallel,nearly,100000,4,1,1.921,2.167,0.542,
Quick,parallel,nearly,100000,4,2,2.014,2.068,0.517,
Quick,parallel,nearly,100000,4,3,1.811,2.300,0.575,
Quick,parallel,nearly,100000,4,4,1.984,2.098,0.525,
Quick,parallel,nearly,100000,4,5,1.951,2.135,0.534,
Quick,parallel,nearly,100000,8,1,2.215,1.880,0.235,
Quick,parallel,nearly,100000,8,2,2.250,1.851,0.231,
Quick,parallel,nearly,100000,8,3,1.785,2.333,0.292,
Quick,parallel,nearly,100000,8,4,2.065,2.017,0.252,
Quick,parallel,nearly,100000,8,5,1.830,2.276,0.284,
Quick,serial,dupes,10000,1,1,5.410,,,
Quick,serial,dupes,10000,1,2,5.534,,,
Quick,serial,dupes,10000,1,3,5.470,,,
Quick,serial,dupes,10000,1,4,5.444,,,
Quick,serial,dupes,10000,1,5,5.424,,,
Quick,serial-summary,dupes,10000,1,0,5.444,,,median
Quick,parallel,dupes,10000,2,1,0.518,10.507,5.254,
Quick,parallel,dupes,10000,2,2,0.516,10.554,5.277,
Quick,parallel,dupes,10000,2,3,0.492,11.069,5.534,
Quick,parallel,dupes,10000,2,4,0.525,10.369,5.184,
Quick,parallel,dupes,10000,2,5,0.519,10.489,5.244,
Quick,parallel,dupes,10000,4,1,0.430,12.672,3.168,
Quick,parallel,dupes,10000,4,2,0.426,12.788,3.197,
Quick,parallel,dupes,10000,4,3,0.401,13.569,3.392,
Quick,parallel,dupes,10000,4,4,0.356,15.308,3.827,
Quick,parallel,dupes,10000,4,5,0.339,16.072,4.018,
Quick,parallel,dupes,10000,8,1,0.401,13.579,1.697,
Quick,parallel,dupes,10000,8,2,0.364,14.947,1.868,
Quick,parallel,dupes,10000,8,3,0.345,15.770,1.971,
Quick,parallel,dupes,10000,8,4,0.359,15.147,1.893,
Quick,parallel,dupes,10000,8,5,0.381,14.273,1.784,
Quick,serial,dupes,50000,1,1,141.710,,,
Quick,serial,dupes,50000,1,2,142.047,,,
Quick,serial,dupes,50000,1,3,140.781,,,
Quick,serial,dupes,50000,1,4,140.215,,,
Quick,serial,dupes,50000,1,5,141.566,,,
Quick,serial-summary,dupes,50000,1,0,141.566,,,median
Quick,parallel,dupes,50000,2,1,1.550,91.327,45.664,
Quick,parallel,dupes,50000,2,2,1.620,87.414,43.707,
Quick,parallel,dupes,50000,2,3,1.450,97.645,48.823,
Quick,parallel,dupes,50000,2,4,1.424,99.422,49.711,
Quick,parallel,dupes,50000,2,5,1.400,101.133,50.567,
Quick,parallel,dupes,50000,4,1,1.636,86.553,21.638,
Quick,parallel,dupes,50000,4,2,1.666,84.984,21.246,
Quick,parallel,dupes,50000,4,3,1.517,93.351,23.338,
Quick,parallel,dupes,50000,4,4,1.635,86.596,21.649,
Quick,parallel,dupes,50000,4,5,1.924,73.583,18.396,
Quick,parallel,dupes,50000,8,1,1.487,95.228,11.904,
Quick,parallel,dupes,50000,8,2,1.776,79.720,9.965,
Quick,parallel,dupes,50000,8,3,1.642,86.211,10.776,
Quick,parallel,dupes,50000,8,4,2.196,64.457,8.057,
Quick,parallel,dupes,50000,8,5,1.697,83.436,10.430,
Quick,serial,dupes,100000,1,1,542.696,,,
Quick,serial,dupes,100000,1,2,537.353,,,
Quick,serial,dupes,100000,1,3,551.889,,,
Quick,serial,dupes,100000,1,4,546.643,,,
Quick,serial,dupes,100000,1,5,542.680,,,
Quick,serial-summary,dupes,100000,1,0,542.696,,,median
Quick,parallel,dupes,100000,2,1,1.748,310.538,155.269,
Quick,parallel,dupes,100000,2,2,1.616,335.889,167.944,
Quick,parallel,dupes,100000,2,3,1.766,307.285,153.642,
Quick,parallel,dupes,100000,2,4,1.677,323.611,161.805,
Quick,parallel,dupes,100000,2,5,1.641,330.630,165.315,
Quick,parallel,dupes,100000,4,1,2.042,265.728,66.432,
Quick,parallel,dupes,100000,4,2,1.783,304.389,76.097,
Quick,parallel,dupes,100000,4,3,1.614,336.201,84.050,
Quick,parallel,dupes,100000,4,4,2.176,249.435,62.359,
Quick,parallel,dupes,100000,4,5,2.215,245.020,61.255,
Quick,parallel,dupes,100000,8,1,2.143,253.194,31.649,
Quick,parallel,dupes,100000,8,2,2.079,261.012,32.626,
Quick,parallel,dupes,100000,8,3,2.677,202.710,25.339,
Quick,parallel,dupes,100000,8,4,1.847,293.842,36.730,
Quick,parallel,dupes,100000,8,5,1.934,280.579,35.072,
